Portfolio_Index,Top_Assets,Weights,Return,Risk
7858,"['BCHN.L', 'EWH', 'EWA', 'VDNR.L', 'DBO']","[np.float64(16.241), np.float64(7.174), np.float64(6.93), np.float64(6.637), np.float64(6.274)]",0.8089967287399917,0.15061781086136178
30172,"['GLD', 'EWA', 'PSCC', 'EWQ', 'XMAF.L']","[np.float64(11.272), np.float64(9.232), np.float64(8.657), np.float64(5.904), np.float64(5.805)]",0.8703838319965567,0.17382754591060662
25747,"['BCHN.L', 'GLD', 'VNQ', 'USO', 'IDUP.L']","[np.float64(15.816), np.float64(15.699), np.float64(15.3), np.float64(7.315), np.float64(5.474)]",1.0091848802007983,0.17996646662399038
4382,"['EWU', 'EWG', 'IDUP.L', 'EWH', 'VGK']","[np.float64(14.723), np.float64(12.181), np.float64(6.692), np.float64(5.843), np.float64(5.76)]",1.0510808274526477,0.22921784022942235
58820,"['ASHR.L', 'BCHN.L', 'IEMG', 'EWH', 'INDA']","[np.float64(11.369), np.float64(10.713), np.float64(8.879), np.float64(7.989), np.float64(7.851)]",1.052340851080784,0.2349337673755689
40488,"['BCHN.L', 'EWW', 'DBO', 'PSCC', 'VPL']","[np.float64(11.1), np.float64(10.654), np.float64(7.193), np.float64(6.0), np.float64(5.86)]",1.0604369138563294,0.24125075738899643
11727,"['BCHN.L', 'EWJ', 'EWC', 'VNQ', 'EMXC']","[np.float64(10.349), np.float64(8.391), np.float64(8.317), np.float64(6.704), np.float64(5.449)]",1.3063848438876908,0.24398782672350589
87575,"['EWS', 'EWQ', 'VGK', 'BCHN.L', 'EWH']","[np.float64(14.24), np.float64(10.882), np.float64(8.513), np.float64(7.971), np.float64(5.56)]",1.312071384104068,0.2765037224397442
66073,"['BCHN.L', 'IEMG', 'EWH', 'VDNR.L', 'EWU']","[np.float64(16.138), np.float64(7.068), np.float64(6.825), np.float64(5.902), np.float64(5.825)]",1.3206828038265628,0.28171756265823933
28485,"['BCHN.L', 'SLV', 'INDA', 'IDUP.L', 'EWH']","[np.float64(8.151), np.float64(7.998), np.float64(7.571), np.float64(7.103), np.float64(6.517)]",1.3705656909664439,0.29517562175292406
61806,"['KSA', 'BCHN.L', 'EWJ', 'SLV', 'EWH']","[np.float64(19.861), np.float64(11.532), np.float64(9.913), np.float64(6.155), np.float64(5.628)]",1.6490154067976899,0.31355764850892126
67853,"['BCHN.L', 'VDNR.L', 'TLT', 'EWU', 'AIEQ']","[np.float64(14.999), np.float64(7.069), np.float64(6.951), np.float64(6.38), np.float64(5.953)]",1.7203375822367097,0.38904639456294376
48916,"['BCHN.L', 'IEMG', 'DBO', 'EDEN', 'EWU']","[np.float64(12.177), np.float64(7.143), np.float64(7.074), np.float64(6.664), np.float64(6.047)]",1.8181775704496417,0.42246810827454134
23245,"['USO', 'KSA', 'EWA', 'SLV', 'SPY']","[np.float64(9.981), np.float64(8.288), np.float64(7.858), np.float64(6.902), np.float64(6.16)]",1.8644995270857365,0.43276262309975044
21832,"['EWS', 'SEMI.AS', 'BCHN.L', 'EDEN', 'TLT']","[np.float64(13.47), np.float64(10.828), np.float64(9.901), np.float64(5.542), np.float64(4.833)]",1.8838606640197566,0.44482912119609025
27414,"['EWJ', 'BCHN.L', 'EWG', 'IEMG', 'ASHR.L']","[np.float64(16.154), np.float64(12.235), np.float64(10.8), np.float64(5.933), np.float64(5.244)]",1.8980568836545886,0.44737819694081365
70579,"['DBO', 'PSCC', 'EMXC', 'VDE', 'USO']","[np.float64(16.603), np.float64(8.057), np.float64(7.174), np.float64(7.094), np.float64(5.767)]",1.9216321684416056,0.4586457854416032
52616,"['TLT', 'DBO', 'BCHN.L', 'EWG', 'AIEQ']","[np.float64(13.171), np.float64(11.561), np.float64(10.719), np.float64(6.274), np.float64(5.88)]",2.0229197693765544,0.4589347745843244
26400,"['VDE', 'EWQ', 'IDUP.L', 'EWC', 'BCHN.L']","[np.float64(16.43), np.float64(7.603), np.float64(7.174), np.float64(7.072), np.float64(6.185)]",2.0250083172558866,0.497840402167861
88884,"['BCHN.L', 'EWC', 'VDE', 'EWG', 'EWQ']","[np.float64(10.294), np.float64(8.959), np.float64(8.398), np.float64(7.566), np.float64(7.351)]",2.303847639322571,0.5153990568202051
87504,"['VPL', 'GLD', 'BCHN.L', 'EWC', 'TLT']","[np.float64(8.907), np.float64(8.885), np.float64(7.445), np.float64(5.736), np.float64(5.482)]",2.4170043902952005,0.5811140914395405
488,"['VGK', 'EWW', 'IDUP.L', 'EWQ', 'BCHN.L']","[np.float64(13.59), np.float64(10.934), np.float64(9.877), np.float64(6.005), np.float64(5.715)]",2.512249251238137,0.618274914344089
6571,"['BCHN.L', 'EWQ', 'EWH', 'VDE', 'EWS']","[np.float64(18.583), np.float64(13.391), np.float64(7.008), np.float64(6.436), np.float64(5.24)]",3.2889397915531706,0.6875991733912482
1323,"['BCHN.L', 'EWS', 'EDEN', 'TLT', 'PSCC']","[np.float64(11.502), np.float64(10.182), np.float64(8.138), np.float64(7.713), np.float64(7.137)]",3.3964648322277657,0.8505280213315182
82954,"['BCHN.L', 'GLD', 'EWU', 'INDA', 'EWJ']","[np.float64(13.361), np.float64(8.551), np.float64(8.048), np.float64(6.529), np.float64(6.344)]",3.5126502586859205,0.9553392845942548
96163,"['VGK', 'VNQ', 'ASHR.L', 'GLD', 'EWQ']","[np.float64(8.813), np.float64(7.141), np.float64(6.934), np.float64(6.792), np.float64(6.493)]",3.7739931581850463,1.089816700804161
63938,"['BCHN.L', 'EWG', 'SLV', 'ASHR.L', 'PSCC']","[np.float64(16.393), np.float64(14.4), np.float64(13.079), np.float64(8.578), np.float64(5.232)]",4.42268954253694,1.3404013993441637
51001,"['BCHN.L', 'TLT', 'PSCC', 'EMXC', 'EWQ']","[np.float64(11.17), np.float64(8.979), np.float64(5.095), np.float64(4.991), np.float64(4.852)]",5.563129147313736,1.4355822056847771
