Date,AIEQ,ASHR.L,BCHN.L,CORN,DBO,EDEN,EMXC,EWA,EWC,EWG,EWH,EWJ,EWQ,EWS,EWU,EWW,GLD,IDUP.L,IEMG,INDA,KSA,PSCC,SEMI.AS,SLV,SPY,TLT,USO,VDE,VDNR.L,VGK,VNQ,VPL,XMAF.L
2012-01-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-01-04,1.0,1.0,1.0,0.997419037702761,1.0047186756859114,1.0,1.0,1.0117752023588065,0.9981750996255597,0.9905330817390532,0.9936788976352232,0.9989232645109622,0.9826391035403287,1.000892710385369,0.9981969299254514,0.9990959498164564,1.0050667557349884,1.0,1.0,1.0,1.0,0.9907194918472623,1.0,0.9847381014491152,1.0015687052492914,0.9881099833812972,1.002015667266888,1.0029938858459877,1.0,0.9878535869614229,0.9829033060952668,1.005346242205448,0.9872858186679769
2012-01-05,1.0,1.0,1.0,0.9739558742803921,0.9912370485803068,1.0,1.0,0.9986410098711594,0.9919707712622302,0.9790733496834633,0.9930466687816998,0.9870831154233364,0.9618053558363898,0.9982142165452667,0.9831729226154835,0.987343850591832,1.0119291985133054,0.9789629909771507,1.0,1.0,1.0,0.9897600682881889,1.0,0.9889004614751632,1.0042353674601283,0.9863520733089154,0.9868984511021438,0.9987442530422888,1.0,0.9698668986165603,0.9921353708270195,0.993008725371479,0.9850746016867752
2012-01-06,1.0,1.0,1.0,0.9702017717130077,0.9952814707953986,1.0,1.0,0.9855069723601493,0.9817517360550803,0.961136082018336,0.9829331057345958,0.9763186211479673,0.9449405617844043,0.9901783723409642,0.977163493444167,0.9817391266668714,1.0082093303894857,0.9833660110227016,1.0,1.0,1.0,0.9939203908109838,1.0,0.96808879366186,1.0016470113939617,0.9941392083975152,0.9881582912001015,0.9926597846873085,1.0,0.9565522788373806,0.9888870497125684,0.9810817876260426,0.9915238791119846
2012-01-09,1.0,1.0,1.0,0.9899108325679922,0.9919110823291613,1.0,1.0,0.9886774069092149,0.9846714471892752,0.9651222278778461,0.9860935200511622,0.9795480647844117,0.9518852563444395,0.9812499628248905,0.9783651862199073,0.9840895096343667,1.0037198681238197,0.975048946550423,1.0,1.0,1.0,0.9958402269122979,1.0,0.9757197098580682,1.0040783754125693,0.9923805707509921,0.9846309695953528,0.9964262615913215,1.0,0.963793243953751,0.9854675785991482,0.9819039643289612,0.9871015154406672
2012-01-10,1.0,1.0,1.0,0.986626004009639,0.9969667382691725,1.0,1.0,1.007699006855469,0.9974451024858095,0.982561113938923,0.9993681361220018,0.991388595287372,0.9722224984692925,1.0080356265939054,0.9897834394978239,0.9965646830573933,1.0174448515433916,0.9877692410191408,1.0,1.0,1.0,1.0019201657623698,1.0,1.0076309161962083,1.0127843325734118,0.9907055131839617,0.9911816959881282,1.0050221147232783,1.0,0.9785097945558422,0.9964094891646722,0.9971210800900829,1.004975132771075
2012-01-11,1.0,1.0,1.0,0.9868606857665873,0.987192626365215,1.0,1.0,1.01358672426735,0.9927008608769158,0.984554186868678,0.9962075393176728,0.9870831154233364,0.9702382232290159,1.009821555122237,0.9789661774016697,1.0018077315927925,1.0240507955620723,0.9877692410191408,1.0,1.0,1.0,1.000319881111037,1.0,1.010752669676127,1.0133332351025408,1.0036007644257716,0.9805996350615768,0.992273434589073,1.0,0.9705675882473879,1.0034192505592976,0.9971210800900829,0.9939192587383242
2012-01-12,1.0,1.0,1.0,0.9326607460391636,0.9683182898248442,1.0,1.0,1.018115761503664,0.9978101010556846,1.0014950152445947,1.0018961390972823,0.9827770634362991,0.9801587930875995,1.0178568190321473,0.9795670720541707,1.009220648078414,1.0286044559148506,0.981409198760226,1.0,1.0,1.0,1.0086398668345153,1.0,1.0166493077872554,1.0157645231695047,1.0021774475116647,0.9589317886163624,0.9841606282183564,1.0,0.9801445531740213,0.9960676302749791,0.9965040797618913,1.0042380604440078
2012-01-13,1.0,1.0,1.0,0.9195213423008854,0.9710145713015721,1.0,1.0,1.0099635254736261,0.9901457784128546,0.9770802119699302,0.9943107615132214,0.9849300258605954,0.9603174517847323,1.0258927357732488,0.9675479241237532,0.9844511850239284,1.0214212184268474,0.981409198760226,1.0,1.0,1.0,0.9961602179103533,1.0,0.9996531311512903,1.0105096567957885,1.0121410296974847,0.9614512765876672,0.9775932222405818,1.0,0.9607568992384455,0.9982903747203512,0.9932144675939024,0.9959461724922162
2012-01-16,1.0,1.0,1.0,0.9195213423008854,0.9710145713015721,1.0,1.0,1.0099635254736261,0.9901457784128546,0.9770802119699302,0.9943107615132214,0.9849300258605954,0.9603174517847323,1.0258927357732488,0.9675479241237532,0.9844511850239284,1.0214212184268474,0.981409198760226,1.0,1.0,1.0,0.9961602179103533,1.0,0.9996531311512903,1.0105096567957885,1.0121410296974847,0.9614512765876672,0.9775932222405818,1.0,0.9607568992384455,0.9982903747203512,0.9932144675939024,1.0095817293786162
